station_id,station_id_3digit,station_code,guide_number,name_zh-hant,name_zh-hans,name_en,name_ko,name_ko_pinyin,name_ja,note_zh-hant,note_zh-hans,note_en,type,system,ipt_data_code
294,294,90--,THP1 19,新豐路,新丰路,Xinfeng Lu,신풍로,신펑루,新豊路,,,,tram_station,gztram,5508006EHSHH
295,295,90--,THP1 08,水西,水西,Shuixi,수서,수이시,水西,黃埔有軌電車1號綫THP1,黄埔有轨电车1号线THP1,Huangpu Tram Line 1-THP1,tram_station,gztram,41044441DFQC
296,296,4201,F2 11,南莊,南庄,Nanzhuang,남장,난좡,南荘,,,,metro_station,fmetro,7136723287NZ
297,297,4202,F2 12,湖涌,湖涌,Huchong,호용,후충,湖涌,,,,metro_station,fmetro,1460156357HC
298,298,4203,F2 13,綠島湖,绿岛湖,Lüdao Lake,녹도호,뤼다오후,緑島湖,,,,metro_station,fmetro,0054063V1LDH
299,299,4204,F2 14,智慧新城,智慧新城,Zhihui Xincheng,지혜신성,즈후이신청,智慧新城,,,,metro_station,fmetro,1285642S82LT
300,300,4205,F2 15,張槎,张槎,Zhangcha,장차,장차,張槎,,,,metro_station,fmetro,3559029BF6ZC
301,301,4206,F2 16,石灣,石湾,Shiwan,석만,스완,石湾,,,,metro_station,fmetro,60075897B6SW
302,302,4207,F2 17,沙崗,沙岗,Shagang,사강,사강,沙崗,,,,metro_station,fmetro,29244258L3SG
303,303,4209,F2 19,石梁,石梁,Shiliang,석량,스량,石梁,,,,metro_station,fmetro,99291422W3SL
304,304,4210,F2 20,灣華,湾华,Wanhua,만화,완화,湾華,,,,metro_station,fmetro,90395232N2WH
305,305,4211,F2 21,登洲,登洲,Dengzhou,등주,덩저우,登洲,,,,metro_station,fmetro,2933201DO0DZ
306,306,4212,F2 22,花卉世界,花卉世界,Flower World,화훼세계,화후이,花卉世界,,,,metro_station,fmetro,87990031HHSJ
307,307,4213,F2 23,仙涌,仙涌,Xianchong,선용,셴충,仙涌,,,,metro_station,fmetro,9629157NW6XC
308,308,4214,F2 24,石洲,石洲,Shizhou,석주,스저우,石洲,,,,metro_station,fmetro,7560940OB7SZ
309,309,4215,F2 25,林岳西,林岳西,Linyue Xi,임악서,린웨시,林岳西,,,,metro_station,fmetro,246871948LYX
310,310,4216,F2 26,林岳東,林岳东,Linyue Dong,임악동,린웨둥,林岳東,,,,metro_station,fmetro,8293753T9LYD
311,311,6102,TNH1 02,華翠路,华翠路,Huacui Lu,화취로,화추이루,華翠路,未開通,未开通,Under construction,metro_station,gzmtr,
312,312,6103,TNH1 03,夏西,夏西,Xiaxi,하서,샤시,夏西,未開通,未开通,Under construction,metro_station,gzmtr,
313,313,6104,TNH1 04,夏東,夏东,Xiadong,하동,샤둥,夏東,未開通,未开通,Under construction,metro_station,gzmtr,
314,314,6105,TNH1 05,康怡公園,康怡公园,Kangyi Park,강이공원,캉이궁위안,康怡公園,未開通,未开通,Under construction,metro_station,gzmtr,
315,315,6106,TNH1 06,平西,平西,Pingxi,평서,핑시,平西,未開通,未开通,Under construction,metro_station,gzmtr,
316,316,6107,TNH1 07,平南,平南,Pingnan,평남,핑난,平南,未開通,未开通,Under construction,metro_station,gzmtr,
317,317,6108,TNH1 08,玉器街,玉器街,Jade Street,옥기가,위치제,玉器街,未開通,未开通,Under construction,metro_station,gzmtr,
318,318,6109,TNH1 09,中區,中区,Zhongqu,중구,중취,中区,未開通,未开通,Under construction,metro_station,gzmtr,
319,319,6110,TNH1 10,三山新城北,三山新城北,Sanshan Xincheng North,삼산신성북,싼산신청베이,三山新城北,未開通,未开通,Under construction,metro_station,gzmtr,
320,320,,7 01-1,大洲,大洲,Dazhou,대주,다저우,大洲,未開通,未开通,Under construction,metro_station,gzmtr,
321,321,,7 01-2,陳村北,陈村北,Chencunbei,진촌북,천춘베이,陳村北,未開通,未开通,Under construction,metro_station,gzmtr,
322,322,,7 01-3,陳村,陈村,Chencun,진촌,천춘,陳村,未開通,未开通,Under construction,metro_station,gzmtr,
323,323,,7 01-4,錦龍,锦龙,Jinlong,금룡,진룽,錦龍,未開通,未开通,Under construction,metro_station,gzmtr,
324,324,,7 01-5,南涌,南涌,Nanchong,남용,난충,南涌,未開通,未开通,Under construction,metro_station,gzmtr,
325,325,,7 01-6,美的,美的,Midea,미디어,메이디,美的,未開通,未开通,Under construction,metro_station,gzmtr,
326,326,,7 01-7,北滘公園,北滘公园,Beijiao Park,북교공원,베이자어궁위안,北キョウ公園,未開通,未开通,Under construction,metro_station,gzmtr,
328,328,4217,"2 01,7 01,F2 27",廣州南站,广州南站,Guangzhou South Railway Station,광저우남역,광저우난잔,広州南駅,佛山2號綫,佛山2号线,Foshan Line 2,metro_station,fmetro,2932773NAB9G
329,329,,7 01-9,美的大道,美的大道,Meidi Dadao,미적대도,메이디다다오,美的大道,未開通,未开通,Under construction,metro_station,gzmtr,
330,330,6101,TNH1 01,𧒽崗,𧒽岗,Leigang,뇌강,레이강,ライ崗,南海有軌電車1號綫TNH1,南海有轨电车1号线TNH1,Nanhai Tram Line 1-TNH1,tram_station,nhtram,
,,7001,,清城,清城,Qingcheng,청성,칭청,清城,,,,icr_station,gdicr,32514531P7BI
,,7002,,龍塘鎮,龙塘镇,Longtangzhen,용당진,룽탕전,竜塘鎮,,,,icr_station,gdicr,7092963OWPKX
,,7003,,銀盞,银盏,Yinzhan,은잔,인잔,銀盞,,,,icr_station,gdicr,30431954F0OD
,,7004,,獅嶺,狮岭,Shiling,사령,스링,獅嶺,,,,icr_station,gdicr,8656961Z8ZJI
,,7005,,樂同,乐同,Letong,낙동,러퉁,楽同,,,,icr_station,gdicr,8081003NHBV7
,,7006,,花都,花都,Huadu,화두,화두,花都,,,,icr_station,gdicr,73689074OBIW
,,7101,,花城街,花城街,Huachengjie,화성가,화청제,花城街,,,,icr_station,gdicr,0806477LDKWR
,,7102,,花山鎮,花山镇,Huashanzhen,화산진,화산전,花山鎮,,,,icr_station,gdicr,7864331OZYZ2
,,7103,,白雲機場北,白云机场北,Baiyun Airport North,바이윈공항북,바이윈지창베이,白雲空港北,,,,icr_station,gdicr,4178493XAI1V
